id	name	category	bag_index	max_qty	editable
mcr_k005	Mánagarmr	Monster crystals	5	99	0
mcr_k150	Thexteron	Monster crystals	5	99	0
mcr_k400	Uridimmu	Monster crystals	5	99	0
mcr_k430	Luminous Puma	Monster crystals	5	99	0
mcr_k433	Albino Lobo	Monster crystals	5	99	0
mcr_k123	Bloodfang Bass	Monster crystals	5	99	0
mcr_k124	Breshan Bass	Monster crystals	5	99	0
mcr_k125	Hedge Frog	Monster crystals	5	99	0
mcr_k126	Mud Frog	Monster crystals	5	99	0
mcr_k127	Ceratosaur	Monster crystals	5	99	0
mcr_k128	Ceratoraptor	Monster crystals	5	99	0
mcr_k665	Spiceacilian	Monster crystals	5	99	0
mcr_k666	Tabasco Toad	Monster crystals	5	99	0
mcr_k667	Pitterpatter	Monster crystals	5	99	0
mcr_k668	Chunerpeton	Monster crystals	5	99	0
mcr_k018	Orion	Monster crystals	5	99	0
mcr_k152	Viking	Monster crystals	5	99	0
mcr_k437	Fencer	Monster crystals	5	99	0
mcr_k438	Yeoman	Monster crystals	5	99	0
mcr_k664	Dragoon	Monster crystals	5	99	0
mcr_k856	Lancer	Monster crystals	5	99	0
mcr_k099	Crawler	Monster crystals	5	99	0
mcr_k102	Frag Leech	Monster crystals	5	99	0
mcr_k660	Sarracenia	Monster crystals	5	99	0
mcr_k661	Spiranthes	Monster crystals	5	99	0
mcr_k662	Caterchipillar	Monster crystals	5	99	0
mcr_k663	Exoray	Monster crystals	5	99	0
mcr_k048	Garuda	Monster crystals	5	99	0
mcr_k213	Svarog	Monster crystals	5	99	0
mcr_k646	Vouivre	Monster crystals	5	99	0
mcr_k647	Kanna Kamuy	Monster crystals	5	99	0
mcr_k649	Deathgaze	Monster crystals	5	99	0
mcr_k852	Illuyankas	Monster crystals	5	99	0
mcr_k182	Hoplite	Monster crystals	5	99	0
mcr_k673	Scutari	Monster crystals	5	99	0
mcr_k190	Microchu	Monster crystals	5	99	0
mcr_k423	Nanochu	Monster crystals	5	99	0
mcr_k677	Chichu	Monster crystals	5	99	0
mcr_k015	Feral Behemoth	Monster crystals	5	99	0
mcr_k075	Greater Behemoth	Monster crystals	5	99	0
mcr_k077	Proto-behemoth	Monster crystals	5	99	0
mcr_k455	Reaver	Monster crystals	5	99	0
mcr_k456	Zaghnal	Monster crystals	5	99	0
mcr_k457	Narasimha	Monster crystals	5	99	0
mcr_k008	Flanbanero	Monster crystals	5	99	0
mcr_k010	Flanborg	Monster crystals	5	99	0
mcr_k079	Flanitor	Monster crystals	5	99	0
mcr_k172	Phosphoric Ooze	Monster crystals	5	99	0
mcr_k275	Miniflan	Monster crystals	5	99	0
mcr_k432	Seeping Brie	Monster crystals	5	99	0
mcr_k434	Flandit	Monster crystals	5	99	0
mcr_k435	Garganzola	Monster crystals	5	99	0
mcr_k436	Flangonzola	Monster crystals	5	99	0
mcr_k063	Pulsework Soldier	Monster crystals	5	99	0
mcr_k064	Pulsework Knight	Monster crystals	5	99	0
mcr_k065	Pulsework Gladiator	Monster crystals	5	99	0
mcr_k273	Cait Sith	Monster crystals	5	99	0
mcr_k490	Mewmao	Monster crystals	5	99	0
mcr_k491	Schrodinger	Monster crystals	5	99	0
mcr_k492	Forked Cat	Monster crystals	5	99	0
mcr_k270	Nekton	Monster crystals	5	99	0
mcr_k271	Meonekton	Monster crystals	5	99	0
mcr_k493	Clione	Monster crystals	5	99	0
mcr_k495	Chelicerata	Monster crystals	5	99	0
mcr_k494	Pleuston	Monster crystals	5	99	0
mcr_k496	Pantopoda	Monster crystals	5	99	0
mcr_k254	Tonberry	Monster crystals	5	99	0
mcr_k686	Don Tonberry	Monster crystals	5	99	0
mcr_k037	Triffid	Monster crystals	5	99	0
mcr_k038	Vespid	Monster crystals	5	99	0
mcr_k039	Barbed Specter	Monster crystals	5	99	0
mcr_k040	Vespid Soldier	Monster crystals	5	99	0
mcr_k443	Clematis	Monster crystals	5	99	0
mcr_k444	Necrosis	Monster crystals	5	99	0
mcr_k462	Dendrobium	Monster crystals	5	99	0
mcr_k463	Mandrake	Monster crystals	5	99	0
mcr_k882	Chocobo	Monster crystals	5	99	0
mcr_k865	Golden Chocobo	Monster crystals	5	99	0
mcr_k866	Silver Chocobo	Monster crystals	5	99	0
mcr_k867	White Chocobo	Monster crystals	5	99	0
mcr_k868	Black Chocobo	Monster crystals	5	99	0
mcr_k869	Blue Chocobo	Monster crystals	5	99	0
mcr_k870	Red Chocobo	Monster crystals	5	99	0
mcr_k871	Green Chocobo	Monster crystals	5	99	0
mcr_k872	Purple Chocobo	Monster crystals	5	99	0
mcr_k185	Yakshini	Monster crystals	5	99	0
mcr_k442	Gahongas	Monster crystals	5	99	0
mcr_k459	Samovira	Monster crystals	5	99	0
mcr_k461	Haguma	Monster crystals	5	99	0
mcr_k036	Yaksha	Monster crystals	5	99	0
mcr_k441	Gandayaks	Monster crystals	5	99	0
mcr_k458	Vodianoi	Monster crystals	5	99	0
mcr_k460	Shaguma	Monster crystals	5	99	0
mcr_k069	Navidon	Monster crystals	5	99	0
mcr_k071	Lucidon	Monster crystals	5	99	0
mcr_k072	Thermadon	Monster crystals	5	99	0
mcr_k655	Glyptodon	Monster crystals	5	99	0
mcr_k656	Bunkerbeast	Monster crystals	5	99	0
mcr_k657	Calautidon	Monster crystals	5	99	0
mcr_k066	Bomb	Monster crystals	5	99	0
mcr_k214	Circuitron	Monster crystals	5	99	0
mcr_k215	Cryohedron	Monster crystals	5	99	0
mcr_k452	Cloudburst	Monster crystals	5	99	0
mcr_k453	Tempest	Monster crystals	5	99	0
mcr_k454	Debris	Monster crystals	5	99	0
mcr_k853	Grenade	Monster crystals	5	99	0
mcr_k678	Xolotl	Monster crystals	5	99	0
mcr_k679	Miquiztli	Monster crystals	5	99	0
mcr_k681	Tezcatlipoca	Monster crystals	5	99	0
mcr_k041	Gremlin	Monster crystals	5	99	0
mcr_k042	Imp	Monster crystals	5	99	0
mcr_k043	Zwerg Scandroid	Monster crystals	5	99	0
mcr_k045	Leyak	Monster crystals	5	99	0
mcr_k173	Garchimacera	Monster crystals	5	99	0
mcr_k174	Rangda	Monster crystals	5	99	0
mcr_k206	Ahriman	Monster crystals	5	99	0
mcr_k211	Zwerg Metrodroid	Monster crystals	5	99	0
mcr_k445	Koboldroid Yin	Monster crystals	5	99	0
mcr_k446	Koboldroid Yang	Monster crystals	5	99	0
mcr_k640	Bamapama	Monster crystals	5	99	0
mcr_k641	Mimi	Monster crystals	5	99	0
mcr_k642	Fachan	Monster crystals	5	99	0
mcr_k643	Unsaganashi	Monster crystals	5	99	0
mcr_k644	Amanojaku	Monster crystals	5	99	0
mcr_k645	Notsugo	Monster crystals	5	99	0
mcr_k851	Apotamkin	Monster crystals	5	99	0
mcr_k253	Cactuar	Monster crystals	5	99	0
mcr_k255	Metal Gigantuar	Monster crystals	5	99	0
mcr_k256	Flowering Cactuar	Monster crystals	5	99	0
mcr_k257	Gigantuar	Monster crystals	5	99	0
mcr_k682	Metallicactuar	Monster crystals	5	99	0
mcr_k683	Cactuaroni	Monster crystals	5	99	0
mcr_k684	Cactuarama	Monster crystals	5	99	0
mcr_k685	Cactuarina	Monster crystals	5	99	0
mcr_k451	Sahagin Prince	Monster crystals	5	99	0
mcr_k652	Swampmonk	Monster crystals	5	99	0
mcr_k653	Apkallu	Monster crystals	5	99	0
mcr_k654	Oannes	Monster crystals	5	99	0
mcr_k056	Goblin Chieftain	Monster crystals	5	99	0
mcr_k057	Munchkin Maestro	Monster crystals	5	99	0
mcr_k449	Buccaboo Ace	Monster crystals	5	99	0
mcr_k450	Gancanagh Ace	Monster crystals	5	99	0
mcr_k651	Major Moblin	Monster crystals	5	99	0
mcr_k054	Munchkin	Monster crystals	5	99	0
mcr_k094	Monster Crystal	Monster crystals	5	99	0
mcr_k447	Buccaboo	Monster crystals	5	99	0
mcr_k448	Gancanagh	Monster crystals	5	99	0
mcr_k650	Moblin	Monster crystals	5	99	0
mcr_k012	Dreadnought	Monster crystals	5	99	0
mcr_k861	Pink Lily	Monster crystals	5	99	0
mcr_k672	Testudo	Monster crystals	5	99	0
mcr_k895	Twilight Odin	Monster crystals	5	99	0
mcr_k950	Unused / unnamed monster crystal 950	Monster crystals	5	99	0
mcr_k951	Unused / unnamed monster crystal 951	Monster crystals	5	99	0
mcr_k952	Unused / unnamed monster crystal 952	Monster crystals	5	99	0
mcr_k953	Unused / unnamed monster crystal 953	Monster crystals	5	99	0
mcr_k954	Unused / unnamed monster crystal 954	Monster crystals	5	99	0
mcr_k959	Unused / unnamed monster crystal 959	Monster crystals	5	99	0
mcr_k961	Unused / unnamed monster crystal 961	Monster crystals	5	99	0
mcr_k962	Unused / unnamed monster crystal 962	Monster crystals	5	99	0
mcr_k969	Unused / unnamed monster crystal 969	Monster crystals	5	99	0
mcr_k971	Unused / unnamed monster crystal 971	Monster crystals	5	99	0
mcr_k973	Unused / unnamed monster crystal 973	Monster crystals	5	99	0
mcr_k974	Unused / unnamed monster crystal 974	Monster crystals	5	99	0
e200	Blue Flower	Internal / special	6	1	0
e201	Pink Flower	Internal / special	6	1	0
e301	Golden Flower	Internal / special	6	1	0
e202	White Flower	Internal / special	6	1	0
e203	Purple Flower	Internal / special	6	1	0
e302	Crimson Flower	Internal / special	6	1	0
e210	Aqua Ribbon	Internal / special	6	1	0
e211	Pink Ribbon	Internal / special	6	1	0
e307	Yellow Ribbon	Internal / special	6	1	0
e239	Yellow Bow Tie	Internal / special	6	1	0
e240	Orange Bow Tie	Internal / special	6	1	0
e320	Red Bow Tie	Internal / special	6	1	0
e241	Yellow-Rimmed Glasses	Internal / special	6	1	0
e242	Pink-Rimmed Glasses	Internal / special	6	1	0
e321	Black-Rimmed Glasses	Internal / special	6	1	0
e243	Gold Shades	Internal / special	6	1	0
e244	Violet Shades	Internal / special	6	1	0
e322	Vacationer's Shades	Internal / special	6	1	0
e027	Crown	Internal / special	6	1	0
e026	Coronet	Internal / special	6	1	0
e228	Orange Newsboy Cap	Internal / special	6	1	0
e229	Pink Newsboy Cap	Internal / special	6	1	0
e314	Sky Blue Newsboy Cap	Internal / special	6	1	0
e230	Red Silk Hat	Internal / special	6	1	0
e231	Sky Blue Silk Hat	Internal / special	6	1	0
e315	Silk Hat	Internal / special	6	1	0
e031	Train Conductor Beret	Internal / special	6	1	0
e030	Train Conductor Cap	Internal / special	6	1	0
e034	Chef's Hat	Internal / special	6	1	0
e038	Onion Knight's Helm	Internal / special	6	1	0
e033	Academic's Hat	Internal / special	6	1	0
e032	Wizard's Hat	Internal / special	6	1	0
e232	Blue Mage's Chapeau	Internal / special	6	1	0
e316	Red Mage's Chapeau	Internal / special	6	1	0
e233	Pink Party Hat	Internal / special	6	1	0
e234	Blue Party Hat	Internal / special	6	1	0
e317	Party Hat	Internal / special	6	1	0
e235	Tranquil Headdress	Internal / special	6	1	0
e236	Whimsical Headdress	Internal / special	6	1	0
e318	Headdress of Courage	Internal / special	6	1	0
e224	Blue Moogle Bobble	Internal / special	6	1	0
e312	Pink Moogle Bobble	Internal / special	6	1	0
e259	Blue Feather Hairpin	Internal / special	6	1	0
e260	Dusk Feather Hairpin	Internal / special	6	1	0
e330	Chocobo Feather Pin	Internal / special	6	1	0
e019	Light Bulb	Internal / special	6	1	0
e263	Blue Beacon	Internal / special	6	1	0
e264	Red Beacon	Internal / special	6	1	0
e332	Orange Beacon	Internal / special	6	1	0
e220	Youthful Parasol	Internal / special	6	1	0
e221	Sentimental Parasol	Internal / special	6	1	0
e310	Summery Parasol	Internal / special	6	1	0
e222	Blue Propeller	Internal / special	6	1	0
e223	Red Propeller	Internal / special	6	1	0
e311	Yellow Propeller	Internal / special	6	1	0
e209	Gold Windup Key	Internal / special	6	1	0
e306	Silver Windup Key	Internal / special	6	1	0
e098	Afro	Internal / special	6	1	0
e015	Halo	Internal / special	6	1	0
e016	Zwerg Ring	Internal / special	6	1	0
e083	Fragment Crystal	Internal / special	6	1	0
e212	Gold Gear	Internal / special	6	1	0
e308	Silver Gear	Internal / special	6	1	0
e013	Shooting Star	Internal / special	6	1	0
e014	Cute Heart	Internal / special	6	1	0
e039	Gold Anchor	Internal / special	6	1	0
e053	Musical Bell	Internal / special	6	1	0
e103	Bandaid	Internal / special	6	1	0
e037	Bunny Ears	Internal / special	6	1	0
e041	Tonberry's Lantern	Internal / special	6	1	0
e043	Ripe Apple	Internal / special	6	1	0
e044	Pumpkin Head	Internal / special	6	1	0
e003	Lucky Clover	Internal / special	6	1	0
e205	Suspicious Mushroom	Internal / special	6	1	0
e206	Toxic Mushroom	Internal / special	6	1	0
e304	Delicious Mushroom	Internal / special	6	1	0
e204	White Tree	Internal / special	6	1	0
e303	Festive Tree	Internal / special	6	1	0
e004	Tropical Tree	Internal / special	6	1	0
e207	Blue Butterfly	Internal / special	6	1	0
e208	Yellow Butterfly	Internal / special	6	1	0
e305	Orange Butterfly	Internal / special	6	1	0
e237	Strawberry Ice Cream	Internal / special	6	1	0
e238	Rum Raisin Ice Cream	Internal / special	6	1	0
e319	Mint Chip Ice Cream	Internal / special	6	1	0
e010	Single Horn	Internal / special	6	1	0
e011	Antler	Internal / special	6	1	0
e247	White Bushy Mustache	Internal / special	6	1	0
e248	Brown Bushy Mustache	Internal / special	6	1	0
e324	Bushy Mustache	Internal / special	6	1	0
e245	Masquerade Mask	Internal / special	6	1	0
e323	Queen's Mask	Internal / special	6	1	0
e246	Carnival Mask	Internal / special	6	1	0
e042	Summoner's Mask	Internal / special	6	1	0
e108	Serah Mask	Internal / special	6	1	0
e110	Mog Mask	Internal / special	6	1	0
e109	Lightning Mask	Internal / special	6	1	0
e111	Retro Serah Mask	Internal / special	6	1	0
e113	Retro Mog Mask	Internal / special	6	1	0
e112	Retro Lightning Mask	Internal / special	6	1	0
e046	Crystal Rose	Internal / special	6	1	0
e051	Crystal Apple	Internal / special	6	1	0
e050	Crystal Petal	Internal / special	6	1	0
e049	Crystal Feather	Internal / special	6	1	0
e048	Crystal Heart	Internal / special	6	1	0
e047	Crystal Tear	Internal / special	6	1	0
e052	Crystal Star	Internal / special	6	1	0
e093	Mog Figurine	Internal / special	6	1	0
e092	Carbuncle Figurine	Internal / special	6	1	0
e090	Cactuar Figurine	Internal / special	6	1	0
e091	Cute Cactuar Figurine	Internal / special	6	1	0
e094	Mini Flan Figurine	Internal / special	6	1	0
e096	Tonberry Figurine	Internal / special	6	1	0
e097	Woolly Sheep Figurine	Internal / special	6	1	0
e309	Chocobo Figurine	Internal / special	6	1	0
e213	Red Chocobo Figurine	Internal / special	6	1	0
e214	Blue Chocobo Figurine	Internal / special	6	1	0
e215	Purple Chocobo Figurine	Internal / special	6	1	0
e216	White Chocobo Figurine	Internal / special	6	1	0
e217	Black Chocobo Figurine	Internal / special	6	1	0
e219	Gold Chocobo Figurine	Internal / special	6	1	0
e218	Silver Chocobo Figurine	Internal / special	6	1	0
e338	Chocobo Chick	Internal / special	6	1	0
e278	Red Chocobo Chick	Internal / special	6	1	0
e279	Blue Chocobo Chick	Internal / special	6	1	0
e280	Purple Chocobo Chick	Internal / special	6	1	0
e281	White Chocobo Chick	Internal / special	6	1	0
e282	Black Chocobo Chick	Internal / special	6	1	0
e284	Gold Chocobo Chick	Internal / special	6	1	0
e283	Silver Chocobo Chick	Internal / special	6	1	0
e339	Yellow Chick in Afro	Internal / special	6	1	0
e285	Afro & Red Chick	Internal / special	6	1	0
e286	Afro & Blue Chick	Internal / special	6	1	0
e287	Afro & Purple Chick	Internal / special	6	1	0
e288	Afro & White Chick	Internal / special	6	1	0
e289	Afro & Black Chick	Internal / special	6	1	0
e291	Afro & Gold Chick	Internal / special	6	1	0
e290	Afro & Silver Chick	Internal / special	6	1	0
e081	Mog's Clock	Internal / special	6	1	0
e080	Staff of Judgment	Internal / special	6	1	0
e079	Grudge Knife	Internal / special	6	1	0
e107	Caius's Sword	Internal / special	6	1	0
e078	Frying Pan	Internal / special	6	1	0
e294	White Guitar	Internal / special	6	1	0
e295	Blue Guitar	Internal / special	6	1	0
e342	Electric Guitar	Internal / special	6	1	0
e293	Long Gui's Shell	Internal / special	6	1	0
e341	Adamantoise Shell	Internal / special	6	1	0
e331	Dragon Hide Backpack	Internal / special	6	1	0
e261	Long Gui Backpack	Internal / special	6	1	0
e262	Sahagin Hide Backpack	Internal / special	6	1	0
e024	Moogle Wing	Internal / special	6	1	0
e023	Cie'th Wing	Internal / special	6	1	0
e226	Aqua Fairy Wings	Internal / special	6	1	0
e227	Snowy Fairy Wings	Internal / special	6	1	0
e313	Fairy Wings	Internal / special	6	1	0
e336	Gold Medal	Internal / special	6	1	0
e274	Silver Medal	Internal / special	6	1	0
e275	Bronze Medal	Internal / special	6	1	0
e060	Mark of the l'Cie	Internal / special	6	1	0
e062	Mark of Etro	Internal / special	6	1	0
e061	Mark of Lindzei	Internal / special	6	1	0
e067	Behemoth Crest	Internal / special	6	1	0
e066	Leyak Crest	Internal / special	6	1	0
e065	Rangda Crest	Internal / special	6	1	0
e074	Flower Pattern	Internal / special	6	1	0
e255	Black Tattoo	Internal / special	6	1	0
e256	Pink Tattoo	Internal / special	6	1	0
e328	Tattoo	Internal / special	6	1	0
e072	Unicorn Mart Logo	Internal / special	6	1	0
e073	Stormy Motors Logo	Internal / special	6	1	0
e257	Sky Blue NORA Symbol	Internal / special	6	1	0
e258	Green NORA Symbol	Internal / special	6	1	0
e329	NORA Symbol	Internal / special	6	1	0
e068	Canned Sheep Logo	Internal / special	6	1	0
e069	Canned Coyo Logo	Internal / special	6	1	0
e251	Lebreau's Black Tattoo	Internal / special	6	1	0
e252	Lebreau's Olive Tattoo	Internal / special	6	1	0
e326	Lebreau's Violet Tattoo	Internal / special	6	1	0
e253	Gadot's Black Emblem	Internal / special	6	1	0
e254	Gadot's Blue Emblem	Internal / special	6	1	0
e327	Gadot's Red Emblem	Internal / special	6	1	0
e333	Guardian Corps Badge	Internal / special	6	1	0
e265	Guard's Ravager Badge	Internal / special	6	1	0
e266	Red Commando Badge	Internal / special	6	1	0
e267	Guard's Medic Badge	Internal / special	6	1	0
e334	Pilot's Badge	Internal / special	6	1	0
e270	Green Pilot's Badge	Internal / special	6	1	0
e268	Blue Pilot's Badge	Internal / special	6	1	0
e269	Orange Pilot's Badge	Internal / special	6	1	0
e335	Silver PSICOM Spaulders	Internal / special	6	1	0
e271	Blue PSICOM Spaulders	Internal / special	6	1	0
e272	Red PSICOM Spaulders	Internal / special	6	1	0
e273	Green PSICOM Spaulders	Internal / special	6	1	0
e297	PSICOM Lapel Pin	Internal / special	6	1	0
e344	PSICOM Officer Pin	Internal / special	6	1	0
e343	Upper Rank Insignia	Internal / special	6	1	0
e296	Lower Rank Insignia	Internal / special	6	1	0
e340	Gold Padlock	Internal / special	6	1	0
e292	Silver Padlock	Internal / special	6	1	0
e070	Dajh's Patch	Internal / special	6	1	0
e298	Gold Brooch	Internal / special	6	1	0
e345	Silver Brooch	Internal / special	6	1	0
cc_gysahl	Gysahl Greens	Casino / specialty	7	99	1
cs_chip_00	Casino Ticket	Casino / specialty	7	99	1
cs_chip_01	Gold Casino Ticket	Casino / specialty	7	99	1
cs_chip_02	Platinum Casino Ticket	Casino / specialty	7	99	1
cs_race_00	Shuffle	Casino / specialty	7	99	1
cs_race_01	Shuffle (Common)	Casino / specialty	7	99	1
cs_race_02	Shuffle (Graded)	Casino / specialty	7	99	1
cs_cond_00	Chocoboost	Casino / specialty	7	99	1
cs_cond_01	Chocobull	Casino / specialty	7	99	1
material_a035	Potent Bolt	Monster growth materials	8	99	1
material_a000	Potent Droplet	Monster growth materials	8	99	1
material_a036	Potent Chip	Monster growth materials	8	99	1
material_a001	Potent Sliver	Monster growth materials	8	99	1
material_a037	Potent Engine	Monster growth materials	8	99	1
material_a002	Potent Orb	Monster growth materials	8	99	1
material_a038	Potent Booster	Monster growth materials	8	99	1
material_a003	Potent Essence	Monster growth materials	8	99	1
material_a004	Potent Crystal	Monster growth materials	8	99	1
material_a039	Potent Generator	Monster growth materials	8	99	1
material_a030	Vitality Bolt	Monster growth materials	8	99	1
material_a015	Vitality Droplet	Monster growth materials	8	99	1
material_a031	Vitality Chip	Monster growth materials	8	99	1
material_a016	Vitality Sliver	Monster growth materials	8	99	1
material_a032	Vitality Engine	Monster growth materials	8	99	1
material_a017	Vitality Orb	Monster growth materials	8	99	1
material_a033	Vitality Booster	Monster growth materials	8	99	1
material_a018	Vitality Essence	Monster growth materials	8	99	1
material_a019	Vitality Crystal	Monster growth materials	8	99	1
material_a034	Vitality Generator	Monster growth materials	8	99	1
material_a020	Power Bolt	Monster growth materials	8	99	1
material_a005	Power Droplet	Monster growth materials	8	99	1
material_a021	Power Chip	Monster growth materials	8	99	1
material_a006	Power Sliver	Monster growth materials	8	99	1
material_a022	Power Engine	Monster growth materials	8	99	1
material_a007	Power Orb	Monster growth materials	8	99	1
material_a023	Power Booster	Monster growth materials	8	99	1
material_a008	Power Essence	Monster growth materials	8	99	1
material_a009	Power Crystal	Monster growth materials	8	99	1
material_a024	Power Generator	Monster growth materials	8	99	1
material_a025	Mana Bolt	Monster growth materials	8	99	1
material_a010	Mana Droplet	Monster growth materials	8	99	1
material_a026	Mana Chip	Monster growth materials	8	99	1
material_a011	Mana Sliver	Monster growth materials	8	99	1
material_a027	Mana Engine	Monster growth materials	8	99	1
material_a012	Mana Orb	Monster growth materials	8	99	1
material_a028	Mana Booster	Monster growth materials	8	99	1
material_a013	Mana Essence	Monster growth materials	8	99	1
material_a014	Mana Crystal	Monster growth materials	8	99	1
material_a029	Mana Generator	Monster growth materials	8	99	1
acc_080_001	Delicate Genji Glove	Accessories	2	99	0
acc_081_001	Delicate Genji Shield	Accessories	2	99	0
acc_082_000	Lightning Cross	Accessories	2	99	0
acc_083_000	Sergeant's Badge	Accessories	2	99	0
acc_084_000	Genji Helm	Accessories	2	99	0
acc_084_001	Delicate Genji Helm	Accessories	2	99	0
acc_085_000	Bloody Medallion	Accessories	2	99	0
acc_086_000	Colonel's Glasses	Accessories	2	99	0
acc_087_000	Snow's Bandanna	Accessories	2	99	0
